x,y
8.522579956054687500e+01,1.053213729858398438e+02
8.440902709960937500e+01,1.024045791625976562e+02
8.376867675781250000e+01,9.944585418701171875e+01
8.310426330566406250e+01,9.649353027343750000e+01
8.270972442626953125e+01,9.349127197265625000e+01
8.216597747802734375e+01,9.051403045654296875e+01
8.206104278564453125e+01,8.748670959472656250e+01
8.207111358642578125e+01,8.446079254150390625e+01
8.102056121826171875e+01,8.177301025390625000e+01
7.839844512939453125e+01,8.030537414550781250e+01
7.540279388427734375e+01,7.985565948486328125e+01
7.257760620117187500e+01,7.878134918212890625e+01
7.110278320312500000e+01,7.629939270019531250e+01
7.112399291992187500e+01,7.331164550781250000e+01
7.262764739990234375e+01,7.075021362304687500e+01
7.543303680419921875e+01,6.990573120117187500e+01
7.846205139160156250e+01,6.994071197509765625e+01
8.149085998535156250e+01,6.998863220214843750e+01
8.452006530761718750e+01,7.000127410888671875e+01
8.754928588867187500e+01,7.000139617919921875e+01
9.057851409912109375e+01,7.000034332275390625e+01
9.360775756835937500e+01,6.999999237060546875e+01
9.663698577880859375e+01,6.999996948242187500e+01
9.966619873046875000e+01,6.999998474121093750e+01
1.026954421997070312e+02,7.000000000000000000e+01
1.057246475219726562e+02,7.000000000000000000e+01
1.087538681030273438e+02,7.000000000000000000e+01
1.117831115722656250e+02,7.000000000000000000e+01
1.148123321533203125e+02,7.000000000000000000e+01
1.178415603637695312e+02,7.000000000000000000e+01
1.208707885742187500e+02,7.000000000000000000e+01
1.238999938964843750e+02,7.000000000000000000e+01
1.269292221069335938e+02,7.000000000000000000e+01
1.299584655761718750e+02,7.000000000000000000e+01
1.329876861572265625e+02,7.000000000000000000e+01
1.360169067382812500e+02,7.000000000000000000e+01
1.390461425781250000e+02,7.000000000000000000e+01
1.420753631591796875e+02,7.000000000000000000e+01
1.451045837402343750e+02,7.000000000000000000e+01
1.481337890625000000e+02,7.000000000000000000e+01
1.511630096435546875e+02,7.000000000000000000e+01
1.541922149658203125e+02,7.000000000000000000e+01
1.572214355468750000e+02,7.000000000000000000e+01
1.602506561279296875e+02,7.000000000000000000e+01
1.632799072265625000e+02,7.000000000000000000e+01
1.663091278076171875e+02,7.000000000000000000e+01
1.693383331298828125e+02,6.999998474121093750e+01
1.723675537109375000e+02,6.999996948242187500e+01
1.753967742919921875e+02,6.999999237060546875e+01
1.784260101318359375e+02,7.000034332275390625e+01
1.814552307128906250e+02,7.000139617919921875e+01
1.844844512939453125e+02,7.000126647949218750e+01
1.875136413574218750e+02,6.998862457275390625e+01
1.905424804687500000e+02,6.994068908691406250e+01
1.935715179443359375e+02,6.990576934814453125e+01
1.963751373291015625e+02,7.075362396240234375e+01
1.978765716552734375e+02,7.331602478027343750e+01
1.978960113525390625e+02,7.630335235595703125e+01
1.964163055419921875e+02,7.877974700927734375e+01
1.935901641845703125e+02,7.985189056396484375e+01
1.905966186523437500e+02,8.031554412841796875e+01
1.880127868652343750e+02,8.184517669677734375e+01
1.869761657714843750e+02,8.453260040283203125e+01
1.869334106445312500e+02,8.755370330810546875e+01
1.868579864501953125e+02,9.058152008056640625e+01
