x,y
5.700141143798828125e+01,1.703709411621093750e+02
5.700070953369140625e+01,1.676537170410156250e+02
5.700011062622070312e+01,1.649364929199218750e+02
5.699997711181640625e+01,1.622192687988281250e+02
5.699997711181640625e+01,1.595020294189453125e+02
5.699999618530273438e+01,1.567848052978515625e+02
5.700000000000000000e+01,1.540675811767578125e+02
5.700000000000000000e+01,1.513503570556640625e+02
5.700000000000000000e+01,1.486331329345703125e+02
5.700000000000000000e+01,1.459159088134765625e+02
5.700000000000000000e+01,1.431986846923828125e+02
5.700000000000000000e+01,1.404814605712890625e+02
5.700000000000000000e+01,1.377642211914062500e+02
5.700000000000000000e+01,1.350469970703125000e+02
5.700000000000000000e+01,1.323297729492187500e+02
5.700000000000000000e+01,1.296125488281250000e+02
5.699999237060546875e+01,1.268953247070312500e+02
5.699997711181640625e+01,1.241781005859375000e+02
5.699998855590820312e+01,1.214608688354492188e+02
5.700019454956054688e+01,1.187436523437500000e+02
5.700088119506835938e+01,1.160264205932617188e+02
5.700109863281250000e+01,1.133091964721679688e+02
5.699430847167968750e+01,1.105919876098632812e+02
5.696726226806640625e+01,1.078749084472656250e+02
5.693690109252929688e+01,1.051578598022460938e+02
5.714454650878906250e+01,1.024526824951171875e+02
5.864665222167968750e+01,1.002901306152343750e+02
6.133206939697265625e+01,1.001696548461914062e+02
6.397715759277343750e+01,1.007817535400390625e+02
6.668009948730468750e+01,1.010594177246093750e+02
6.936316680908203125e+01,1.014541397094726562e+02
7.203964996337890625e+01,1.018767166137695312e+02
7.475141906738281250e+01,1.020488586425781250e+02
7.745204925537109375e+01,1.022998428344726562e+02
8.010528564453125000e+01,1.028735656738281250e+02
8.281274414062500000e+01,1.029869766235351562e+02
8.548375701904296875e+01,1.025611038208007812e+02
8.808615875244140625e+01,1.017879409790039062e+02
9.060721588134765625e+01,1.007927856445312500e+02
9.281666564941406250e+01,9.921451568603515625e+01
9.471246337890625000e+01,9.727192687988281250e+01
9.619980621337890625e+01,9.501557159423828125e+01
9.687548065185546875e+01,9.243100738525390625e+01
9.646723937988281250e+01,8.977125549316406250e+01
9.542271423339843750e+01,8.726280212402343750e+01
9.414183807373046875e+01,8.486898803710937500e+01
9.272708892822265625e+01,8.254984283447265625e+01
9.137457275390625000e+01,8.019459533691406250e+01
9.026675415039062500e+01,7.771752166748046875e+01
8.941961669921875000e+01,7.513872528076171875e+01
8.900199890136718750e+01,7.246890258789062500e+01
8.905144500732421875e+01,6.975813293457031250e+01
8.962506866455078125e+01,6.711637878417968750e+01
9.057612609863281250e+01,6.457657623291015625e+01
9.197560119628906250e+01,6.226898574829101562e+01
9.394585418701171875e+01,6.043049621582031250e+01
9.629398345947265625e+01,5.907841873168945312e+01
9.880989837646484375e+01,5.805583953857421875e+01
1.014106063842773438e+02,5.727223587036132812e+01
1.041026000976562500e+02,5.696952056884765625e+01
1.068188858032226562e+02,5.695709991455078125e+01
1.095157089233398438e+02,5.723200988769531250e+01
1.121114196777343750e+02,5.802521514892578125e+01
1.144851608276367188e+02,5.931230163574218750e+01
1.165323791503906250e+02,6.108263015747070312e+01
1.182914657592773438e+02,6.313500976562500000e+01
1.196686325073242188e+02,6.547738647460937500e+01
